Fragment ID,Site 1,Site 2,Site 3,Site 4,All Sites
F401,FALSE,FALSE,FALSE,FALSE,FALSE
F402,FALSE,FALSE,FALSE,FALSE,FALSE
F403,FALSE,FALSE,FALSE,FALSE,FALSE
F404,FALSE,FALSE,FALSE,FALSE,FALSE
F405,FALSE,FALSE,FALSE,FALSE,FALSE
F406,FALSE,FALSE,FALSE,FALSE,FALSE
F407,FALSE,FALSE,FALSE,FALSE,FALSE
F408,FALSE,FALSE,FALSE,FALSE,FALSE
F409,FALSE,FALSE,FALSE,FALSE,FALSE
F410,FALSE,FALSE,FALSE,FALSE,FALSE
F411,FALSE,FALSE,FALSE,FALSE,FALSE
F412,FALSE,FALSE,FALSE,FALSE,FALSE
F413,FALSE,FALSE,FALSE,FALSE,FALSE
F414,FALSE,FALSE,FALSE,FALSE,FALSE
F415,FALSE,FALSE,FALSE,FALSE,FALSE
F416,FALSE,FALSE,FALSE,FALSE,FALSE
F417,FALSE,FALSE,FALSE,FALSE,FALSE
F418,FALSE,FALSE,FALSE,FALSE,FALSE
F419,FALSE,FALSE,FALSE,FALSE,FALSE
F420,FALSE,FALSE,FALSE,FALSE,FALSE
F421,TRUE,FALSE,FALSE,FALSE,TRUE
F422,FALSE,FALSE,FALSE,FALSE,FALSE
F423,FALSE,FALSE,FALSE,FALSE,FALSE
F424,FALSE,FALSE,FALSE,FALSE,FALSE
F425,FALSE,FALSE,FALSE,FALSE,FALSE
F426,FALSE,FALSE,FALSE,FALSE,FALSE
F427,FALSE,FALSE,FALSE,FALSE,FALSE
F428,FALSE,FALSE,FALSE,FALSE,FALSE
F429,FALSE,FALSE,FALSE,FALSE,FALSE
F430,FALSE,FALSE,FALSE,FALSE,FALSE
F431,FALSE,FALSE,FALSE,FALSE,FALSE
F432,FALSE,FALSE,FALSE,FALSE,FALSE
F433,FALSE,FALSE,FALSE,FALSE,FALSE
F434,FALSE,FALSE,FALSE,FALSE,FALSE
F435,FALSE,FALSE,FALSE,FALSE,FALSE
F436,FALSE,FALSE,FALSE,FALSE,FALSE
F437,FALSE,FALSE,FALSE,FALSE,FALSE
F438,FALSE,FALSE,FALSE,FALSE,FALSE
F439,FALSE,FALSE,FALSE,FALSE,FALSE
F440,FALSE,FALSE,FALSE,FALSE,FALSE
F441,FALSE,FALSE,FALSE,FALSE,FALSE
F442,FALSE,FALSE,FALSE,FALSE,FALSE
F443,FALSE,FALSE,FALSE,FALSE,FALSE
F444,FALSE,FALSE,FALSE,FALSE,FALSE
F445,FALSE,FALSE,FALSE,FALSE,FALSE
F446,FALSE,FALSE,FALSE,FALSE,FALSE
F447,FALSE,FALSE,FALSE,FALSE,FALSE
F448,FALSE,FALSE,FALSE,FALSE,FALSE
F449,FALSE,FALSE,FALSE,FALSE,FALSE
F450,FALSE,FALSE,FALSE,FALSE,FALSE
F451,FALSE,FALSE,FALSE,FALSE,FALSE
F452,FALSE,FALSE,FALSE,FALSE,FALSE
F453,FALSE,FALSE,FALSE,FALSE,FALSE
F454,FALSE,FALSE,FALSE,FALSE,FALSE
F455,FALSE,FALSE,FALSE,FALSE,FALSE
F456,FALSE,FALSE,FALSE,FALSE,FALSE
F457,FALSE,FALSE,FALSE,FALSE,FALSE
F458,FALSE,FALSE,FALSE,FALSE,FALSE
F459,FALSE,FALSE,FALSE,FALSE,FALSE
F460,FALSE,FALSE,FALSE,FALSE,FALSE
F461,FALSE,FALSE,FALSE,FALSE,FALSE
F462,FALSE,FALSE,FALSE,FALSE,FALSE
F463,FALSE,FALSE,FALSE,FALSE,FALSE
F464,FALSE,FALSE,FALSE,FALSE,FALSE
F465,FALSE,FALSE,FALSE,FALSE,FALSE
F466,FALSE,FALSE,FALSE,FALSE,FALSE
F467,TRUE,FALSE,FALSE,FALSE,TRUE
F468,FALSE,FALSE,FALSE,FALSE,FALSE
F469,FALSE,FALSE,FALSE,FALSE,FALSE
F470,FALSE,FALSE,FALSE,FALSE,FALSE
F471,FALSE,FALSE,FALSE,FALSE,FALSE
F472,FALSE,FALSE,FALSE,FALSE,FALSE
F473,FALSE,FALSE,FALSE,FALSE,FALSE
F474,FALSE,FALSE,FALSE,FALSE,FALSE
F475,FALSE,FALSE,FALSE,FALSE,FALSE
F476,FALSE,FALSE,FALSE,FALSE,FALSE
F477,FALSE,FALSE,FALSE,FALSE,FALSE
F478,FALSE,FALSE,FALSE,FALSE,FALSE
F479,FALSE,FALSE,FALSE,FALSE,FALSE
F480,FALSE,FALSE,FALSE,FALSE,FALSE
F481,FALSE,FALSE,FALSE,FALSE,FALSE
F482,FALSE,FALSE,FALSE,FALSE,FALSE
F483,FALSE,FALSE,FALSE,FALSE,FALSE
F484,FALSE,FALSE,FALSE,FALSE,FALSE
F485,FALSE,FALSE,FALSE,FALSE,FALSE
F486,FALSE,FALSE,FALSE,FALSE,FALSE
F487,FALSE,FALSE,FALSE,FALSE,FALSE
F488,TRUE,FALSE,FALSE,FALSE,TRUE
F489,FALSE,FALSE,FALSE,FALSE,FALSE
F490,FALSE,FALSE,FALSE,FALSE,FALSE
F491,FALSE,FALSE,FALSE,FALSE,FALSE
F492,FALSE,FALSE,FALSE,FALSE,FALSE
F493,FALSE,FALSE,FALSE,FALSE,FALSE
F494,FALSE,FALSE,FALSE,FALSE,FALSE
F495,FALSE,FALSE,FALSE,FALSE,FALSE
F496,FALSE,FALSE,FALSE,FALSE,FALSE
F497,FALSE,FALSE,FALSE,FALSE,FALSE
F498,FALSE,FALSE,FALSE,FALSE,FALSE
F499,FALSE,FALSE,FALSE,FALSE,FALSE
F500,FALSE,FALSE,FALSE,FALSE,FALSE
F501,TRUE,FALSE,FALSE,FALSE,TRUE
F502,FALSE,FALSE,FALSE,FALSE,FALSE
F503,TRUE,FALSE,FALSE,FALSE,TRUE
F504,FALSE,FALSE,FALSE,FALSE,FALSE
F505,FALSE,FALSE,FALSE,FALSE,FALSE
F506,FALSE,FALSE,FALSE,FALSE,FALSE
F507,FALSE,FALSE,FALSE,FALSE,FALSE
F508,FALSE,FALSE,FALSE,FALSE,FALSE
F509,FALSE,FALSE,FALSE,FALSE,FALSE
F510,FALSE,FALSE,FALSE,FALSE,FALSE
F511,FALSE,FALSE,FALSE,FALSE,FALSE
F512,FALSE,FALSE,FALSE,FALSE,FALSE
F513,FALSE,FALSE,FALSE,FALSE,FALSE
F514,FALSE,FALSE,FALSE,FALSE,FALSE
F515,FALSE,FALSE,FALSE,FALSE,FALSE
F516,FALSE,FALSE,FALSE,FALSE,FALSE
F517,FALSE,FALSE,FALSE,FALSE,FALSE
F518,FALSE,FALSE,FALSE,FALSE,FALSE
F519,FALSE,FALSE,FALSE,FALSE,FALSE
F520,FALSE,FALSE,FALSE,FALSE,FALSE
F521,FALSE,FALSE,FALSE,FALSE,FALSE
F522,FALSE,FALSE,FALSE,FALSE,FALSE
F523,FALSE,FALSE,FALSE,FALSE,FALSE
F524,FALSE,FALSE,FALSE,FALSE,FALSE
F525,FALSE,FALSE,FALSE,FALSE,FALSE
F526,FALSE,FALSE,FALSE,FALSE,FALSE
F527,FALSE,FALSE,FALSE,FALSE,FALSE
F528,FALSE,FALSE,FALSE,FALSE,FALSE
F529,TRUE,FALSE,FALSE,FALSE,TRUE
F530,FALSE,FALSE,FALSE,FALSE,FALSE
F531,FALSE,FALSE,FALSE,FALSE,FALSE
F532,FALSE,FALSE,FALSE,FALSE,FALSE
F533,FALSE,FALSE,FALSE,FALSE,FALSE
F534,FALSE,FALSE,FALSE,FALSE,FALSE
F535,TRUE,FALSE,FALSE,FALSE,TRUE
F536,FALSE,FALSE,FALSE,FALSE,FALSE
F537,FALSE,FALSE,FALSE,FALSE,FALSE
F538,FALSE,FALSE,FALSE,FALSE,FALSE
F539,FALSE,FALSE,FALSE,FALSE,FALSE
F540,FALSE,FALSE,FALSE,FALSE,FALSE
F541,FALSE,FALSE,FALSE,FALSE,FALSE
F542,FALSE,FALSE,FALSE,FALSE,FALSE
F543,FALSE,FALSE,FALSE,FALSE,FALSE
F544,FALSE,FALSE,FALSE,FALSE,FALSE
F545,FALSE,FALSE,FALSE,FALSE,FALSE
F546,FALSE,FALSE,FALSE,FALSE,FALSE
F547,FALSE,FALSE,FALSE,FALSE,FALSE
F548,FALSE,FALSE,FALSE,FALSE,FALSE
F549,FALSE,FALSE,FALSE,FALSE,FALSE
F550,FALSE,FALSE,FALSE,FALSE,FALSE
F551,FALSE,FALSE,FALSE,FALSE,FALSE
F552,FALSE,FALSE,FALSE,FALSE,FALSE
F553,FALSE,FALSE,FALSE,FALSE,FALSE
F554,FALSE,FALSE,FALSE,FALSE,FALSE
F555,FALSE,FALSE,FALSE,FALSE,FALSE
F556,FALSE,FALSE,FALSE,FALSE,FALSE
F557,FALSE,FALSE,FALSE,FALSE,FALSE
F558,TRUE,FALSE,FALSE,FALSE,TRUE
F559,FALSE,FALSE,FALSE,FALSE,FALSE
F560,FALSE,FALSE,FALSE,FALSE,FALSE
F561,FALSE,FALSE,FALSE,FALSE,FALSE
F562,FALSE,FALSE,FALSE,FALSE,FALSE
F563,FALSE,FALSE,FALSE,FALSE,FALSE
F564,FALSE,FALSE,FALSE,FALSE,FALSE
F565,FALSE,FALSE,FALSE,FALSE,FALSE
F566,FALSE,FALSE,FALSE,FALSE,FALSE
F567,FALSE,FALSE,FALSE,FALSE,FALSE
F568,FALSE,FALSE,FALSE,FALSE,FALSE
F569,FALSE,FALSE,FALSE,FALSE,FALSE
F570,FALSE,FALSE,FALSE,FALSE,FALSE
F571,FALSE,FALSE,FALSE,FALSE,FALSE
F572,FALSE,FALSE,FALSE,FALSE,FALSE
F573,FALSE,FALSE,FALSE,FALSE,FALSE
F574,FALSE,FALSE,FALSE,FALSE,FALSE
F575,FALSE,FALSE,FALSE,FALSE,FALSE
F576,FALSE,FALSE,FALSE,FALSE,FALSE
F577,FALSE,FALSE,FALSE,FALSE,FALSE
F578,FALSE,FALSE,FALSE,FALSE,FALSE
F579,TRUE,FALSE,FALSE,FALSE,TRUE
F580,FALSE,FALSE,FALSE,FALSE,FALSE
F581,FALSE,FALSE,FALSE,FALSE,FALSE
F582,FALSE,FALSE,FALSE,FALSE,FALSE
F583,FALSE,FALSE,FALSE,FALSE,FALSE
F584,TRUE,FALSE,FALSE,FALSE,TRUE
F585,FALSE,FALSE,FALSE,FALSE,FALSE
F586,FALSE,FALSE,FALSE,FALSE,FALSE
F587,FALSE,FALSE,FALSE,FALSE,FALSE
F588,FALSE,FALSE,FALSE,FALSE,FALSE
F589,FALSE,FALSE,FALSE,FALSE,FALSE
F590,FALSE,FALSE,FALSE,FALSE,FALSE
F591,FALSE,FALSE,FALSE,FALSE,FALSE
F592,FALSE,FALSE,FALSE,FALSE,FALSE
F593,FALSE,FALSE,FALSE,FALSE,FALSE
F594,FALSE,FALSE,FALSE,FALSE,FALSE
F595,FALSE,FALSE,FALSE,FALSE,FALSE
F596,FALSE,FALSE,FALSE,FALSE,FALSE
F597,FALSE,FALSE,FALSE,FALSE,FALSE
F598,FALSE,FALSE,FALSE,FALSE,FALSE
F599,FALSE,FALSE,FALSE,FALSE,FALSE
F600,TRUE,FALSE,FALSE,FALSE,TRUE
F601,FALSE,FALSE,FALSE,FALSE,FALSE
F602,FALSE,FALSE,FALSE,FALSE,FALSE
F603,TRUE,FALSE,FALSE,FALSE,TRUE
F604,FALSE,FALSE,FALSE,FALSE,FALSE
F605,FALSE,FALSE,FALSE,FALSE,FALSE
F606,FALSE,FALSE,FALSE,FALSE,FALSE
F607,FALSE,FALSE,FALSE,FALSE,FALSE
F608,FALSE,FALSE,FALSE,FALSE,FALSE
F609,FALSE,FALSE,FALSE,FALSE,FALSE
F610,FALSE,FALSE,FALSE,FALSE,FALSE
F611,FALSE,FALSE,FALSE,FALSE,FALSE
F612,FALSE,FALSE,FALSE,FALSE,FALSE
F613,FALSE,FALSE,FALSE,FALSE,FALSE
F614,FALSE,FALSE,FALSE,FALSE,FALSE
F615,FALSE,FALSE,FALSE,FALSE,FALSE
F616,TRUE,FALSE,FALSE,FALSE,TRUE
F617,FALSE,FALSE,FALSE,FALSE,FALSE
F618,TRUE,FALSE,FALSE,FALSE,TRUE
F619,FALSE,TRUE,FALSE,FALSE,TRUE
F620,FALSE,FALSE,FALSE,FALSE,FALSE
F621,FALSE,FALSE,FALSE,FALSE,FALSE
F622,FALSE,FALSE,FALSE,FALSE,FALSE
F623,FALSE,FALSE,FALSE,FALSE,FALSE
F624,FALSE,FALSE,FALSE,FALSE,FALSE
F625,FALSE,FALSE,FALSE,FALSE,FALSE
F626,FALSE,FALSE,FALSE,FALSE,FALSE
F627,FALSE,FALSE,FALSE,FALSE,FALSE
F628,FALSE,FALSE,FALSE,FALSE,FALSE
F629,FALSE,FALSE,FALSE,FALSE,FALSE
F630,FALSE,FALSE,FALSE,FALSE,FALSE
F631,FALSE,FALSE,FALSE,FALSE,FALSE
F632,FALSE,FALSE,FALSE,FALSE,FALSE
F633,FALSE,FALSE,FALSE,FALSE,FALSE
F634,FALSE,FALSE,FALSE,FALSE,FALSE
F635,FALSE,FALSE,FALSE,FALSE,FALSE
F636,FALSE,FALSE,FALSE,FALSE,FALSE
F637,FALSE,FALSE,FALSE,FALSE,FALSE
F638,FALSE,FALSE,FALSE,FALSE,FALSE
F639,FALSE,FALSE,FALSE,FALSE,FALSE
F640,FALSE,FALSE,FALSE,FALSE,FALSE
F641,FALSE,FALSE,FALSE,FALSE,FALSE
F642,FALSE,FALSE,FALSE,FALSE,FALSE
F643,FALSE,FALSE,FALSE,FALSE,FALSE
F644,FALSE,FALSE,FALSE,FALSE,FALSE
F645,FALSE,FALSE,FALSE,FALSE,FALSE
F646,FALSE,FALSE,FALSE,FALSE,FALSE
F647,FALSE,FALSE,FALSE,FALSE,FALSE
F648,FALSE,FALSE,FALSE,FALSE,FALSE
F649,FALSE,FALSE,FALSE,FALSE,FALSE
F650,TRUE,FALSE,FALSE,FALSE,TRUE
F651,FALSE,FALSE,FALSE,FALSE,FALSE
F652,FALSE,FALSE,FALSE,FALSE,FALSE
F653,FALSE,FALSE,FALSE,FALSE,FALSE
F654,FALSE,FALSE,FALSE,FALSE,FALSE
F655,FALSE,FALSE,FALSE,FALSE,FALSE
F656,FALSE,FALSE,FALSE,FALSE,FALSE
F657,FALSE,FALSE,FALSE,FALSE,FALSE
F658,FALSE,FALSE,FALSE,FALSE,FALSE
F659,FALSE,FALSE,FALSE,FALSE,FALSE
F660,FALSE,FALSE,FALSE,FALSE,FALSE
F661,FALSE,FALSE,FALSE,FALSE,FALSE
F662,FALSE,FALSE,FALSE,FALSE,FALSE
F663,FALSE,FALSE,FALSE,FALSE,FALSE
F664,FALSE,FALSE,FALSE,FALSE,FALSE
F665,FALSE,FALSE,FALSE,FALSE,FALSE
F666,TRUE,FALSE,FALSE,FALSE,TRUE
F667,FALSE,FALSE,FALSE,FALSE,FALSE
F668,FALSE,FALSE,FALSE,FALSE,FALSE
F669,FALSE,FALSE,FALSE,FALSE,FALSE
F670,FALSE,FALSE,FALSE,FALSE,FALSE
F671,FALSE,FALSE,FALSE,FALSE,FALSE
F672,FALSE,FALSE,FALSE,FALSE,FALSE
F673,FALSE,FALSE,FALSE,FALSE,FALSE
F674,FALSE,FALSE,FALSE,FALSE,FALSE
F675,FALSE,FALSE,FALSE,FALSE,FALSE
F676,FALSE,FALSE,FALSE,FALSE,FALSE
F677,FALSE,FALSE,FALSE,FALSE,FALSE
F678,FALSE,FALSE,FALSE,FALSE,FALSE
F679,FALSE,FALSE,FALSE,FALSE,FALSE
F680,FALSE,FALSE,FALSE,FALSE,FALSE
F681,FALSE,FALSE,FALSE,FALSE,FALSE
F682,FALSE,FALSE,FALSE,FALSE,FALSE
F683,FALSE,FALSE,FALSE,FALSE,FALSE
F684,FALSE,FALSE,FALSE,FALSE,FALSE
F685,FALSE,FALSE,FALSE,FALSE,FALSE
F686,FALSE,FALSE,FALSE,FALSE,FALSE
F687,TRUE,FALSE,FALSE,FALSE,TRUE
F688,FALSE,FALSE,FALSE,FALSE,FALSE
F689,FALSE,FALSE,FALSE,FALSE,FALSE
F690,FALSE,FALSE,FALSE,FALSE,FALSE
F691,FALSE,FALSE,FALSE,FALSE,FALSE
F692,FALSE,FALSE,FALSE,FALSE,FALSE
F693,FALSE,FALSE,FALSE,FALSE,FALSE
F694,FALSE,FALSE,FALSE,FALSE,FALSE
F695,FALSE,FALSE,FALSE,FALSE,FALSE
F696,FALSE,FALSE,FALSE,FALSE,FALSE
F697,FALSE,FALSE,FALSE,FALSE,FALSE
F698,FALSE,FALSE,FALSE,FALSE,FALSE
F699,FALSE,FALSE,FALSE,FALSE,FALSE
F700,FALSE,FALSE,FALSE,FALSE,FALSE
F701,FALSE,FALSE,FALSE,FALSE,FALSE
F702,FALSE,FALSE,FALSE,FALSE,FALSE
F703,FALSE,FALSE,FALSE,FALSE,FALSE
F704,FALSE,FALSE,FALSE,FALSE,FALSE
F705,FALSE,FALSE,FALSE,FALSE,FALSE
F706,FALSE,FALSE,FALSE,FALSE,FALSE
F707,FALSE,FALSE,FALSE,FALSE,FALSE
F708,FALSE,FALSE,FALSE,FALSE,FALSE
F709,TRUE,FALSE,FALSE,FALSE,TRUE
F710,TRUE,FALSE,FALSE,FALSE,TRUE
F711,FALSE,FALSE,FALSE,FALSE,FALSE
F712,FALSE,FALSE,FALSE,FALSE,FALSE
F713,FALSE,FALSE,FALSE,FALSE,FALSE
F714,FALSE,FALSE,FALSE,FALSE,FALSE
F715,FALSE,FALSE,FALSE,FALSE,FALSE
F716,FALSE,FALSE,FALSE,FALSE,FALSE
F717,FALSE,FALSE,FALSE,FALSE,FALSE
F718,FALSE,FALSE,FALSE,FALSE,FALSE
F719,FALSE,FALSE,FALSE,FALSE,FALSE
F720,FALSE,FALSE,FALSE,FALSE,FALSE
F721,FALSE,FALSE,FALSE,FALSE,FALSE
F722,FALSE,FALSE,FALSE,FALSE,FALSE
F723,FALSE,FALSE,FALSE,FALSE,FALSE
F724,FALSE,FALSE,FALSE,FALSE,FALSE
F725,FALSE,FALSE,FALSE,FALSE,FALSE
F726,FALSE,FALSE,FALSE,FALSE,FALSE
F727,FALSE,FALSE,FALSE,FALSE,FALSE
F728,FALSE,FALSE,FALSE,TRUE,TRUE
F729,FALSE,FALSE,FALSE,FALSE,FALSE
F730,FALSE,FALSE,FALSE,FALSE,FALSE
F731,FALSE,FALSE,FALSE,FALSE,FALSE
F732,FALSE,FALSE,FALSE,FALSE,FALSE
F733,FALSE,FALSE,FALSE,FALSE,FALSE
F734,FALSE,FALSE,FALSE,FALSE,FALSE
F735,FALSE,FALSE,FALSE,FALSE,FALSE
F736,FALSE,FALSE,FALSE,FALSE,FALSE
F737,FALSE,FALSE,FALSE,FALSE,FALSE
F738,FALSE,FALSE,FALSE,FALSE,FALSE
F739,FALSE,FALSE,FALSE,FALSE,FALSE
F740,TRUE,FALSE,FALSE,FALSE,TRUE
F741,TRUE,FALSE,FALSE,FALSE,TRUE
F742,FALSE,FALSE,FALSE,FALSE,FALSE
F743,FALSE,FALSE,FALSE,FALSE,FALSE
F744,FALSE,FALSE,FALSE,FALSE,FALSE
F745,FALSE,FALSE,FALSE,FALSE,FALSE
F746,FALSE,FALSE,FALSE,FALSE,FALSE
F747,FALSE,FALSE,FALSE,FALSE,FALSE
F748,FALSE,FALSE,FALSE,FALSE,FALSE
F749,FALSE,FALSE,FALSE,FALSE,FALSE
F750,FALSE,FALSE,FALSE,FALSE,FALSE
F751,FALSE,FALSE,FALSE,FALSE,FALSE
F752,FALSE,FALSE,FALSE,FALSE,FALSE
F753,FALSE,FALSE,FALSE,FALSE,FALSE
F754,FALSE,FALSE,FALSE,FALSE,FALSE
F755,FALSE,FALSE,FALSE,FALSE,FALSE
F756,FALSE,FALSE,FALSE,FALSE,FALSE
F757,FALSE,FALSE,FALSE,FALSE,FALSE
F758,FALSE,FALSE,FALSE,FALSE,FALSE
F759,FALSE,FALSE,FALSE,FALSE,FALSE
F760,TRUE,FALSE,FALSE,FALSE,TRUE
F761,FALSE,FALSE,FALSE,FALSE,FALSE
F762,FALSE,FALSE,FALSE,FALSE,FALSE
F763,TRUE,FALSE,FALSE,FALSE,TRUE
F764,FALSE,FALSE,FALSE,FALSE,FALSE
F765,FALSE,FALSE,FALSE,FALSE,FALSE
F766,FALSE,FALSE,FALSE,FALSE,FALSE
F767,FALSE,FALSE,FALSE,FALSE,FALSE
F768,FALSE,FALSE,FALSE,FALSE,FALSE
F769,FALSE,FALSE,FALSE,FALSE,FALSE
F770,FALSE,FALSE,FALSE,FALSE,FALSE
F771,FALSE,FALSE,FALSE,FALSE,FALSE
F772,FALSE,FALSE,FALSE,FALSE,FALSE
F773,FALSE,FALSE,FALSE,FALSE,FALSE
F774,FALSE,FALSE,FALSE,FALSE,FALSE
F775,FALSE,FALSE,FALSE,FALSE,FALSE
F776,FALSE,FALSE,FALSE,FALSE,FALSE
F777,FALSE,TRUE,FALSE,FALSE,TRUE
F778,FALSE,FALSE,FALSE,FALSE,FALSE
F779,FALSE,FALSE,FALSE,FALSE,FALSE
F780,FALSE,FALSE,TRUE,FALSE,TRUE
F781,FALSE,FALSE,FALSE,FALSE,FALSE
F782,FALSE,FALSE,FALSE,FALSE,FALSE
F783,FALSE,FALSE,FALSE,FALSE,FALSE
F784,FALSE,FALSE,FALSE,FALSE,FALSE
F785,FALSE,FALSE,FALSE,FALSE,FALSE
F786,FALSE,FALSE,FALSE,FALSE,FALSE
F787,FALSE,FALSE,FALSE,FALSE,FALSE
F788,FALSE,FALSE,FALSE,FALSE,FALSE
F789,FALSE,FALSE,FALSE,FALSE,FALSE
F790,FALSE,FALSE,FALSE,FALSE,FALSE
F791,FALSE,FALSE,FALSE,FALSE,FALSE
F792,FALSE,FALSE,FALSE,FALSE,FALSE
F793,FALSE,FALSE,FALSE,FALSE,FALSE
F794,FALSE,FALSE,FALSE,FALSE,FALSE
F795,FALSE,FALSE,FALSE,FALSE,FALSE
F796,FALSE,FALSE,FALSE,FALSE,FALSE
F797,FALSE,FALSE,FALSE,FALSE,FALSE
F798,FALSE,FALSE,FALSE,FALSE,FALSE
F799,FALSE,FALSE,FALSE,FALSE,FALSE
